stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
3522,,"ADEPS",,50.809849,4.443453,,,0,
3523F,,"ETANGS D'IXELLES",,50.824140,4.373435,,,0,
3524,,"JARDIN MASSART",,50.813398,4.433279,,,0,
3525,,"JEANNE",,50.815284,4.383736,,,0,
3526,,"JARDIN MASSART",,50.813158,4.433902,,,0,
3529,,"ROUGE-CLOITRE",,50.811446,4.439690,,,0,
3530,,"ROUGE-CLOITRE",,50.812363,4.438627,,,0,
3531F,,"GEO BERNIER",,50.820259,4.377041,,,0,
3532F,,"GEO BERNIER",,50.820853,4.376617,,,0,
3535,,"BEERSELLAAN",,50.780573,4.324655,,,0,
3546,,"DELTA",,50.818353,4.405847,,,0,
3548F,,"ETANGS D'IXELLES",,50.823690,4.373961,,,0,
3549,,"VIGNETTE",,50.813655,4.419876,,,0,
3550,,"ROODENBERG",,50.816111,4.416345,,,0,
3551,,"CLESSE",,50.817864,4.411684,,,0,
3552,,"ROODENBERG",,50.816381,4.415721,,,0,
3553,,"CLESSE",,50.817227,4.413423,,,0,
3556,,"DELTA",,50.818237,4.404285,,,0,
3557,,"FRAITEUR",,50.817890,4.396128,,,0,
3558,,"CIM. D'IXELLES",,50.816011,4.390576,,,0,
3559,,"ULB",,50.813899,4.384459,,,0,
3562B,,"GEO BERNIER",,50.820853,4.376617,,,0,
3567,,"ROYALE",,50.842748,4.358813,,,0,
3570,,"ETANGS D'IXELLES",,50.823690,4.373961,,,0,
3572,,"FLAGEY",,50.827754,4.371676,,,0,
3573,,"FLAGEY",,50.828203,4.371163,,,0,
3581,,"BEMPT",,50.802820,4.315237,,,0,
3587,,"ROGIER",,50.854820,4.359592,,,0,
3588,,"GARE DU NORD",,50.858158,4.359492,,,0,
3600,,"HOME HEYDEKEN",,50.875035,4.313561,,,0,
3601,,"HOME HEYDEKEN",,50.875097,4.313015,,,0,
3604,,"BEMPT",,50.802880,4.315322,,,0,
3605,,"PETERBOS",,50.839247,4.296546,,,0,
3606,,"FERNANDE VOLRAL",,50.882663,4.321959,,,0,
3607,,"FERNANDE VOLRAL",,50.882814,4.322101,,,0,
3608,,"FRANS HALS",,50.827061,4.288346,,,0,
3609F,,"PARC VIVES",,50.826152,4.286105,,,0,
3610F,,"MARIUS RENARD",,50.824935,4.281424,,,0,
3611F,,"MARIUS RENARD",,50.824926,4.282034,,,0,
3612F,,"PARC VIVES",,50.825882,4.285623,,,0,
3613F,,"FRANS HALS",,50.827232,4.288942,,,0,
3619B,,"VIER FONTEINEN",,50.914989,4.421061,,,0,
3620B,,"LONDRES",,50.837984,4.368667,,,0,
3623B,,"LONDRES",,50.838038,4.368766,,,0,
3624B,,"LOUISE",,50.834945,4.355876,,,0,
3625B,,"MA CAMPAGNE",,50.823887,4.353452,,,0,
3629,,"POELAERT",,50.838003,4.353594,,,0,
3630,,"GRAND SABLON",,50.842189,4.354148,,,0,
3633C,,"DANSAERT",,50.851142,4.344370,,,0,
3636,,"PETERBOS",,50.838090,4.295876,,,0,
3637,,"MEHDI BOUDA",,50.842438,4.296200,,,0,
3638,,"MEHDI BOUDA",,50.843418,4.295787,,,0,
3639,,"MEHDI BOUDA",,50.844272,4.296382,,,0,
3661,,"CIM. DE BRUXELLES",,50.863368,4.418752,,,0,
3681,,"DIGUE DU CANAL",,50.823973,4.310747,,,0,
3682,,"DIGUE DU CANAL",,50.823802,4.310464,,,0,
3702,,"ARBRE UNIQUE",,50.863667,4.413198,,,0,
3704,,"PAUL LEDUC",,50.860542,4.404673,,,0,
3705,,"FRANS COURTENS",,50.859167,4.401150,,,0,
3707,,"JAMBLINNE DE MEUX",,50.848238,4.395036,,,0,
3712,,"VANHELLEMONT",,50.829471,4.285828,,,0,
3713,,"SCHERDEMAEL",,50.830981,4.289291,,,0,
3717,,"SIBELIUS",,50.833404,4.282615,,,0,
3718,,"NEERPEDE",,50.829351,4.281717,,,0,
3751,,"NEERPEDE",,50.829211,4.281613,,,0,
3752,,"SIBELIUS",,50.833205,4.282502,,,0,
3755,,"SCHERDEMAEL",,50.831225,4.290057,,,0,
3756,,"VANHELLEMONT",,50.829451,4.286071,,,0,
3761,,"LEOPOLD III",,50.857620,4.398496,,,0,
3762,,"FRANS COURTENS",,50.859086,4.401334,,,0,
3763,,"PAUL LEDUC",,50.860595,4.405199,,,0,
3765,,"ARBRE UNIQUE",,50.863775,4.413980,,,0,
3766,,"OPTIMISME",,50.861978,4.409319,,,0,
3800,,"ELOY",,50.835641,4.331204,,,0,
3802,,"VETERINAIRES",,50.833098,4.327990,,,0,
3804,,"DEUX GARES",,50.832053,4.324230,,,0,
3805,,"PETITE ILE",,50.830458,4.319426,,,0,
3808,,"DIGUE DU CANAL",,50.823468,4.308548,,,0,
3810,,"BOLLINCKX",,50.813705,4.306968,,,0,
3812,,"LABEUR",,50.820529,4.308197,,,0,
3814,,"MOZART",,50.810288,4.305160,,,0,
3815,,"MOZART",,50.810729,4.305499,,,0,
3850,,"HUMANITE",,50.810765,4.303466,,,0,
3851,,"BOLLINCKX",,50.813408,4.307128,,,0,
3852,,"DEUX GARES",,50.832052,4.324833,,,0,
3853,,"INTERNATIONAL",,50.816699,4.307634,,,0,
3856,,"DIGUE DU CANAL",,50.824377,4.309924,,,0,
3858,,"PETITE ILE",,50.830575,4.320065,,,0,
3859,,"LABEUR",,50.819864,4.308609,,,0,
3860,,"INTERNATIONAL",,50.816204,4.307848,,,0,
3898,,"PADUWA",,50.858891,4.413634,,,0,
3899,,"MOONENS",,50.848419,4.428830,,,0,
3900,,"SAINTE-FAMILLE",,50.850346,4.427968,,,0,
3902,,"CAPRICORNE",,50.855157,4.420893,,,0,
3903,,"PLEIADES",,50.854016,4.418262,,,0,
3904,,"CARENE",,50.854499,4.414556,,,0,
3905,,"COLONEL BOURG",,50.852523,4.409583,,,0,
3906,,"FEVRIER",,50.850669,4.411340,,,0,
3908,,"HEYDENBERG",,50.849013,4.416848,,,0,
3909,,"SAINTE-FAMILLE",,50.850165,4.427982,,,0,
3910,,"MOONENS",,50.848417,4.428607,,,0,
3911,,"DIVIN SAUVEUR",,50.850357,4.408401,,,0,
3912,,"LEMAN",,50.836831,4.387349,,,0,
3919,,"VERHEYLEWEGHEN",,50.848114,4.424722,,,0,
3920,,"ANDROMEDE",,50.854699,4.425119,,,0,
3921,,"JOURDAN",,50.837471,4.380280,,,0,
3922,,"JOURDAN",,50.836250,4.379636,,,0,
3952,,"FEVRIER",,50.850804,4.410228,,,0,
3953,,"LEMAN",,50.836751,4.386451,,,0,
3954,,"HEYDENBERG",,50.849058,4.417147,,,0,
3956,,"COLONEL BOURG",,50.852440,4.409463,,,0,
3957,,"CARENE",,50.854704,4.415206,,,0,
3958,,"PLEIADES",,50.853929,4.418145,,,0,
3959,,"CAPRICORNE",,50.855180,4.421039,,,0,
3961,,"MOMMAERTS",,50.856880,4.412695,,,0,
3962,,"ANDROMEDE",,50.854456,4.425251,,,0,
4002B,,"BERCHEM-SHOPPING",,50.869581,4.291958,,,0,
4002G,,"BERCHEM-SHOPPING",,50.869625,4.291895,,,0,
4003G,,"ALCYONS",,50.866790,4.294558,,,0,
4005F,,"GENOT",,50.861855,4.301616,,,0,
4006G,,"VAN ZANDE",,50.860179,4.306878,,,0,
4007G,,"CIM. DE MOLENBEEK",,50.858672,4.313261,,,0,
4014,,"BEEKKANT",,50.854243,4.323354,,,0,
4022,,"KARREVELD",,50.856689,4.317397,,,0,
4053G,,"KARREVELD",,50.858190,4.316563,,,0,
4054G,,"CIM. DE MOLENBEEK",,50.859329,4.309795,,,0,
4055G,,"VAN ZANDE",,50.861042,4.304376,,,0,
4058F,,"ALCYONS",,50.867670,4.293704,,,0,
4059,,"BERCHEM-SHOPPING",,50.870405,4.291299,,,0,
4059F,,"BERCHEM-SHOPPING",,50.870599,4.291199,,,0,
4062,,"BOIS DES ILES",,50.873513,4.295042,,,0,
4066,,"GENOT",,50.862808,4.299667,,,0,
4066F,,"GENOT",,50.862809,4.299667,,,0,
4072B,,"DE HEYN",,50.893633,4.320188,,,0,
4074B,,"ETANGS NOIRS",,50.857531,4.334084,,,0,
4075,,"HEROS",,50.803083,4.342578,,,0,
4076,,"HEROS",,50.803083,4.341826,,,0,
4101,,"BASILIX",,50.872707,4.298342,,,0,
4103,,"HET VEROOST",,50.878173,4.304293,,,0,
4104,,"NEUBERGER",,50.876354,4.306682,,,0,
4105,,"NEREUS",,50.872429,4.313118,,,0,
4106,,"SORENSEN",,50.870680,4.311557,,,0,
4107,,"BEECKMANS",,50.869204,4.310398,,,0,
4109,,"CHOPIN",,50.875628,4.300155,,,0,
4110,,"COLLEGE S.-COEUR",,50.868263,4.316066,,,0,
4111,,"ETANGS NOIRS",,50.857069,4.332197,,,0,
4112,,"LOWET",,50.874039,4.310287,,,0,
4115,,"GANSHOREN-SPORT",,50.877186,4.301063,,,0,
4116,,"PARC ELISABETH",,50.865071,4.328340,,,0,
4118F,,"BOCKSTAEL",,50.877554,4.347198,,,0,
4119F,,"BOCKSTAEL",,50.877545,4.347795,,,0,
4125,,"BOCKSTAEL",,50.875855,4.348193,,,0,
4127,,"BOCKSTAEL",,50.875720,4.348350,,,0,
4131B,,"GARE DE BOCKSTAEL",,50.879855,4.347609,,,0,
4132B,,"GARE DE BOCKSTAEL",,50.879738,4.347908,,,0,
4152,,"PARC ELISABETH",,50.865502,4.327476,,,0,
4153,,"COLLEGE S.-COEUR",,50.868060,4.315424,,,0,
4156,,"BEECKMANS",,50.869363,4.310688,,,0,
4157,,"SORENSEN",,50.871043,4.312039,,,0,
4158,,"NEREUS",,50.872601,4.313090,,,0,
4159,,"NEUBERGER",,50.876054,4.307227,,,0,
4160,,"HET VEROOST",,50.878261,4.304038,,,0,
4162,,"BASILIX",,50.872806,4.297930,,,0,
4163,,"LOWET",,50.874249,4.310166,,,0,
4165,,"BOIS DES ILES",,50.873883,4.294419,,,0,
4168,,"GANSHOREN-SPORT",,50.877078,4.300879,,,0,
4169,,"CHOPIN",,50.874641,4.299862,,,0,
4205B,,"PALFIJN",,50.893983,4.325214,,,0,
4206B,,"TIRCHER",,50.892377,4.324067,,,0,
4207,,"PATTIJN",,50.891014,4.325347,,,0,
4213,,"RIBAUCOURT",,50.859879,4.341212,,,0,
4214,,"MERCHTEM",,50.858413,4.336782,,,0,
4223F,,"DE HEYN",,50.893405,4.319125,,,0,
4228,,"AMETHYSTE",,50.895888,4.327036,,,0,
4229,,"STADE",,50.893802,4.332107,,,0,
4230,,"HOUBA-BRUGMANN",,50.889903,4.336960,,,0,
4232,,"SOBIESKI",,50.884412,4.343898,,,0,
4251,,"CROCQ",,50.885316,4.329630,,,0,
4253,,"RIBAUCOURT",,50.859888,4.341493,,,0,
4258,,"POUCHKINE",,50.871076,4.344064,,,0,
4259,,"PATTIJN",,50.891131,4.325105,,,0,
4261,,"PALFIJN",,50.893859,4.326119,,,0,
4262F,,"GARE DE BERCHEM",,50.872520,4.289840,,,0,
4263F,,"GARE DE BERCHEM",,50.872676,4.290261,,,0,
4264B,,"HEYSEL",,50.896824,4.336515,,,0,
4265,,"HEYSEL",,50.896429,4.335858,,,0,
4266,,"NEKKERSDAL",,50.874191,4.346915,,,0,
4267,,"NEKKERSDAL",,50.873832,4.346305,,,0,
4268,,"AMETHYSTE",,50.896020,4.327080,,,0,
4274,,"SOBIESKI",,50.884735,4.343898,,,0,
4276,,"HOUBA-BRUGMANN",,50.890541,4.336561,,,0,
4277,,"STADE",,50.894019,4.332238,,,0,
4287,,"INTERNAT. SCHOOL",,50.792197,4.419611,,,0,
4288,,"INTERNAT. SCHOOL",,50.792179,4.419370,,,0,
4289,,"ETANGS BOITSFORT",,50.794104,4.418493,,,0,
4290,,"KATTENBERG",,50.790516,4.420068,,,0,
4292,,"ETANGS BOITSFORT",,50.793934,4.417910,,,0,
4293,,"BRILLANT",,50.811909,4.401854,,,0,
4294,,"TERCOIGNE",,50.812313,4.404749,,,0,
4295,,"GARDON",,50.812744,4.410509,,,0,
4296,,"BERENSHEIDE",,50.813685,4.414881,,,0,
4297,,"BEAULIEU",,50.815413,4.408214,,,0,
4298,,"MICHIELS",,50.814776,4.403204,,,0,
4299,,"BRILLANT",,50.811774,4.401045,,,0,
4303,,"GERMOIR",,50.829929,4.378660,,,0,
4304,,"RODIN",,50.827285,4.381952,,,0,
4305,,"DELPORTE",,50.824183,4.385896,,,0,
4306,,"ETTERBEEK GARE",,50.821675,4.388989,,,0,
4307,,"THYS",,50.817848,4.392422,,,0,
4308,,"RELAIS",,50.811687,4.393043,,,0,
4309,,"ARCADES",,50.810242,4.397021,,,0,
4310,,"KEYM",,50.809616,4.403442,,,0,
4311,,"VANDER ELST",,50.805205,4.406721,,,0,
4313,,"LES 3 TILLEULS",,50.802583,4.412501,,,0,
4314,,"CERISAIE",,50.802617,4.418772,,,0,
4315,,"FAUCONNERIE",,50.801357,4.422388,,,0,
4318,,"WIENER",,50.798643,4.419774,,,0,
4319,,"EQUIPAGES",,50.787402,4.422597,,,0,
4340,,"WIENER",,50.798627,4.420494,,,0,
4341,,"DIABOLO",,50.796612,4.417673,,,0,
4342,,"DIABOLO",,50.796333,4.417673,,,0,
4344,,"CERISAIE",,50.802779,4.418474,,,0,
4345,,"FAUCONNERIE",,50.801519,4.422108,,,0,
4347,,"MIRAVAL",,50.799796,4.414442,,,0,
4348,,"MIRAVAL",,50.800227,4.414017,,,0,
4349,,"WIENER",,50.798535,4.419065,,,0,
4351,,"WIENER",,50.798677,4.419150,,,0,
4355,,"LES 3 TILLEULS",,50.802745,4.412870,,,0,
4357,,"VANDER ELST",,50.805415,4.406750,,,0,
4358,,"KEYM",,50.810030,4.403172,,,0,
4359,,"ARCADES",,50.810481,4.396748,,,0,
4360,,"RELAIS",,50.812046,4.392405,,,0,
4362,,"THYS",,50.817530,4.392642,,,0,
4363,,"ETTERBEEK GARE",,50.821900,4.388876,,,0,
4364,,"DELPORTE",,50.824345,4.385783,,,0,
4365,,"RODIN",,50.827537,4.381838,,,0,
4366,,"GERMOIR",,50.829272,4.379696,,,0,
4367B,,"LUXEMBOURG",,50.838176,4.372821,,,0,
4369,,"ARSENAL",,50.825718,4.397862,,,0,
4401,,"LOUTRIER",,50.810748,4.407132,,,0,
4402,,"HANNETONS",,50.810919,4.411512,,,0,
4403,,"ARCHIDUCS",,50.809485,4.416856,,,0,
4405,,"PECHERIES",,50.813198,4.417236,,,0,
4407,,"VIGNETTE",,50.814222,4.419678,,,0,
4408,,"TRITOMAS",,50.810940,4.418766,,,0,
4449,,"TRITOMAS",,50.810857,4.418484,,,0,
4452,,"PECHERIES",,50.812820,4.417406,,,0,
4454,,"ARCHIDUCS",,50.810259,4.416127,,,0,
4455,,"HANNETONS",,50.811020,4.411197,,,0,
4456,,"LOUTRIER",,50.810757,4.407004,,,0,
4500,,"RTL HOUSE",,50.856891,4.408249,,,0,
4501F,,"STALLE (P)",,50.795271,4.318735,,,0,
4502F,,"STALLE (P)",,50.794434,4.319624,,,0,
4505,,"MOMMAERTS",,50.856889,4.413007,,,0,
4555,,"PAUL LEDUC",,50.860735,4.403898,,,0,
4556B,,"GENEVE",,50.864192,4.403284,,,0,
4558,,"RTL HOUSE",,50.857268,4.408122,,,0,
4594,,"DUCHESSE BRABANT",,50.849635,4.328818,,,0,
4595,,"DUCHESSE BRABANT",,50.849457,4.330322,,,0,
4598,,"BROEK",,50.862838,4.287581,,,0,
4599,,"MARICOLLES",,50.860098,4.288077,,,0,
4600,,"CIMETIERES",,50.856090,4.289959,,,0,
4601,,"ELBERS",,50.855239,4.295158,,,0,
4602,,"HOOGBOSCH",,50.855430,4.298708,,,0,
4653,,"HOOGBOSCH",,50.855484,4.298467,,,0,
4655,,"ELBERS",,50.855293,4.294973,,,0,
4656,,"CIMETIERES",,50.856278,4.289902,,,0,
4657,,"MARICOLLES",,50.860250,4.288191,,,0,
4658,,"THYM",,50.856714,4.302963,,,0,
4659,,"CANDRIES",,50.855632,4.306249,,,0,
4661B,,"BROEK",,50.863333,4.286893,,,0,
4705,,"WASHINGTON",,50.821867,4.363587,,,0,
4804B,,"MERCURE",,50.796825,4.356449,,,0,
4853,,"MERCURE",,50.796415,4.356709,,,0,
4854C,,"OBSERVATOIRE",,50.799876,4.358382,,,0,
4857B,,"OBSERVATOIRE",,50.799553,4.358567,,,0,
4952,,"PORTE DE NAMUR",,50.838883,4.363086,,,0,
4955F,,"STUYVENBERGH",,50.886272,4.342107,,,0,
4956,,"STUYVENBERGH",,50.886506,4.341609,,,0,
4957,,"STUYVENBERGH",,50.886299,4.341538,,,0,
4958F,,"STUYVENBERGH",,50.886397,4.342466,,,0,
5001F,,"DE WAND",,50.895267,4.355039,,,0,
5003,,"ERNEST SALU",,50.884228,4.337802,,,0,
5006,,"DEMINEURS",,50.877640,4.332876,,,0,
5007F,,"WOESTE",,50.874163,4.333773,,,0,
5008F,,"ODON WARLAND",,50.870424,4.334721,,,0,
5009B,,"BELGICA",,50.867474,4.336065,,,0,
5009G,,"BELGICA",,50.867465,4.336080,,,0,
5011F,,"VANDERSTICHELEN",,50.865946,4.338822,,,0,
5013B,,"RIBAUCOURT",,50.860230,4.340888,,,0,
5013F,,"RIBAUCOURT",,50.860212,4.340871,,,0,
5014,,"SAINCTELETTE",,50.858981,4.344891,,,0,
5015,,"JUBILE",,50.861254,4.338300,,,0,
5016F,,"STEPHANIE",,50.833327,4.357041,,,0,
5017,,"STEPHANIE",,50.832607,4.356800,,,0,
5018,,"FAIDER",,50.829515,4.355850,,,0,
5018F,,"FAIDER",,50.829515,4.355850,,,0,
5020,,"MA CAMPAGNE",,50.822287,4.353339,,,0,
5021,,"DARWIN",,50.818151,4.350715,,,0,
5022,,"MOLIERE",,50.815718,4.349216,,,0,
5024,,"MESSIDOR",,50.809808,4.345455,,,0,
5025,,"BOETENDAEL",,50.806640,4.343477,,,0,
5026,,"HEROS",,50.803308,4.341358,,,0,
5027,,"DIEWEG",,50.795614,4.348908,,,0,
5028,,"THEVENET",,50.794729,4.352442,,,0,
5029,,"LANCASTER",,50.794671,4.357873,,,0,
5030F,,"GARE DE SAINT-JOB",,50.794238,4.362541,,,0,
5031F,,"PLACE SAINT-JOB",,50.793665,4.366567,,,0,
5032G,,"ALPHONSE XIII",,50.791094,4.368695,,,0,
5039,,"DA VINCI",,50.876747,4.412529,,,0,
5040,,"DA VINCI",,50.876145,4.410823,,,0,
5041F,,"DA VINCI",,50.876787,4.411827,,,0,
5042,,"DA VINCI",,50.876177,4.410772,,,0,
5044,,"DA VINCI",,50.876795,4.414716,,,0,
5045,,"DA VINCI",,50.874929,4.412712,,,0,
5046,,"DA VINCI",,50.874586,4.413341,,,0,
5048,,"DA VINCI",,50.876145,4.410440,,,0,
5053B,,"ALPHONSE XIII",,50.791229,4.368303,,,0,
5053G,,"ALPHONSE XIII",,50.791238,4.368197,,,0,
5054F,,"PLACE SAINT-JOB",,50.794105,4.366354,,,0,
5055F,,"GARE DE SAINT-JOB",,50.794320,4.362040,,,0,
5056,,"LANCASTER",,50.794599,4.356511,,,0,
5057,,"THEVENET",,50.794746,4.352567,,,0,
5058,,"HEROS",,50.803542,4.341571,,,0,
5058F,,"HEROS",,50.803658,4.341653,,,0,
5059,,"BOETENDAEL",,50.807578,4.344131,,,0,
5060,,"MESSIDOR",,50.810843,4.346215,,,0,
5062,,"MOLIERE",,50.816533,4.349794,,,0,
5063,,"DARWIN",,50.818961,4.351340,,,0,
5064,,"MA CAMPAGNE",,50.822503,4.353595,,,0,
5066,,"FAIDER",,50.830054,4.356105,,,0,
5066F,,"FAIDER",,50.830045,4.356076,,,0,
5067,,"STEPHANIE",,50.832778,4.356970,,,0,
5068F,,"STEPHANIE",,50.833556,4.357177,,,0,
5071,,"SAINCTELETTE",,50.859349,4.344522,,,0,
5072,,"RIBAUCOURT",,50.860418,4.340473,,,0,
5074F,,"VANDERSTICHELEN",,50.866207,4.338439,,,0,
5076B,,"BELGICA",,50.867752,4.335611,,,0,
5076G,,"BELGICA",,50.867743,4.335639,,,0,
5077,,"ODON WARLAND",,50.870880,4.334657,,,0,
5078F,,"WOESTE",,50.875200,4.333587,,,0,
5079,,"DEMINEURS",,50.877973,4.332833,,,0,
5082,,"ERNEST SALU",,50.884721,4.338988,,,0,
5086F,,"DE WAND",,50.895282,4.355491,,,0,
5088F,,"CIM. DE JETTE",,50.879789,4.334480,,,0,
5089,,"JUBILE",,50.861667,4.338228,,,0,
5090F,,"CIM. DE JETTE",,50.880077,4.334920,,,0,
5092F,,"GUILL. DE GREEF",,50.882621,4.335572,,,0,
5093F,,"GUILL. DE GREEF",,50.882239,4.335430,,,0,
5100B,,"WIELS",,50.824088,4.326841,,,0,
5101B,,"WIELS",,50.823845,4.325919,,,0,
5102,,"AZUR",,50.866669,4.287130,,,0,
5102F,,"AZUR",,50.866650,4.287285,,,0,
5103,,"HUNDERENVELD",,50.866952,4.281744,,,0,
5104F,,"GROOT-BIJGAARDEN",,50.867160,4.275414,,,0,
5105,,"VEREMAN",,50.865359,4.292486,,,0,
5105F,,"VEREMAN",,50.865323,4.292571,,,0,
5107B,,"BERTHELOT",,50.824125,4.330971,,,0,
5108,,"BOSSAERT-BASILIQ.",,50.865427,4.318808,,,0,
5109,,"BESME",,50.863488,4.325287,,,0,
5111B,,"BERTHELOT",,50.824332,4.330730,,,0,
5115,,"ROCHEFORT",,50.824360,4.335499,,,0,
5159,,"WIELS",,50.824878,4.326330,,,0,
5159F,,"WIELS",,50.824878,4.326316,,,0,
5165,,"BESME",,50.863892,4.324406,,,0,
5166,,"BOSSAERT-BASILIQ.",,50.865561,4.318406,,,0,
5168,,"VEREMAN",,50.865288,4.292926,,,0,
5168F,,"VEREMAN",,50.865279,4.292912,,,0,
5169F,,"GROOT-BIJGAARDEN",,50.867151,4.274790,,,0,
5170,,"HUNDERENVELD",,50.867042,4.281318,,,0,
5172F,,"COLLEGE S.-COEUR",,50.867115,4.313479,,,0,
5174,,"AZUR",,50.866725,4.286958,,,0,
5174F,,"AZUR",,50.866731,4.286858,,,0,
5175,,"WIELS",,50.824182,4.327395,,,0,
5200F,,"ROFFIAEN",,50.819680,4.381652,,,0,
5205,,"ETTERBEEK GARE",,50.822175,4.388833,,,0,
5208,,"CAMBRE-ETOILE",,50.816372,4.376301,,,0,
5210,,"BASCULE",,50.814979,4.367815,,,0,
5211,,"LONGCHAMP",,50.811923,4.367234,,,0,
5212,,"GOSSART",,50.811392,4.361586,,,0,
5213,,"CAVELL",,50.811554,4.356734,,,0,
5219F,,"CHURCHILL",,50.812147,4.352676,,,0,
5220F,,"CHURCHILL",,50.811805,4.354662,,,0,
5221F,,"CHURCHILL",,50.812039,4.353087,,,0,
5222F,,"CHURCHILL",,50.811680,4.355358,,,0,
5223F,,"PARC DES SOURCES",,50.837131,4.435076,,,0,
5224F,,"PARC DES SOURCES",,50.836827,4.434906,,,0,
5225F,,"VOOT",,50.840564,4.436723,,,0,
5226F,,"VOOT",,50.839505,4.435861,,,0,
5227F,,"WOLUWE SHOPPING",,50.844597,4.438395,,,0,
5228F,,"WOLUWE SHOPPING",,50.844246,4.438232,,,0,
5229F,,"ROODEBEEK",,50.847523,4.436331,,,0,
5230F,,"ROODEBEEK",,50.847593,4.436900,,,0,
5253,,"CAVELL",,50.811401,4.358465,,,0,
5254,,"GOSSART",,50.811455,4.363275,,,0,
5255,,"LONGCHAMP",,50.811977,4.367858,,,0,
5255F,,"LONGCHAMP",,50.811977,4.367858,,,0,
5256,,"BASCULE",,50.814988,4.368213,,,0,
5256F,,"BASCULE",,50.815060,4.368552,,,0,
5258,,"CAMBRE-ETOILE",,50.816489,4.377479,,,0,
5261,,"ETTERBEEK GARE",,50.822385,4.389373,,,0,
5264F,,"ROFFIAEN",,50.819997,4.383243,,,0,
5265F,,"VUB",,50.824744,4.394023,,,0,
5266F,,"VUB",,50.824529,4.393507,,,0,
5267,,"ARSENAL",,50.826617,4.397695,,,0,
5269F,,"AUDERGHEM-SHOP.",,50.816286,4.426179,,,0,
5270F,,"ROND-PT SOUVERAIN",,50.819305,4.429092,,,0,
5271F,,"EMPAIN",,50.824976,4.431867,,,0,
5272F,,"MUSEE DU TRAM",,50.832330,4.432595,,,0,
5273,,"MUSEE DU TRAM",,50.832238,4.432460,,,0,
5273F,,"MUSEE DU TRAM",,50.832276,4.432445,,,0,
5274F,,"PENTATHLON",,50.860596,4.401520,,,0,
5275F,,"EVERE SHOPPING",,50.867644,4.402860,,,0,
5277F,,"LEKAERTS",,50.871868,4.406657,,,0,
5278F,,"EVERE SHOPPING",,50.866727,4.402505,,,0,
5279F,,"PENTATHLON",,50.860474,4.401537,,,0,
5281G,,"MUSEE DU TRAM",,50.831420,4.432911,,,0,
5282F,,"EMPAIN",,50.823990,4.431503,,,0,
5283F,,"ROND-PT SOUVERAIN",,50.819218,4.428635,,,0,
5284F,,"AUDERGHEM-SHOP.",,50.815982,4.425908,,,0,
5287,,"MUSEE DU TRAM",,50.831884,4.432601,,,0,
5296B,,"BIZET",,50.825126,4.297987,,,0,
5297B,,"BIZET",,50.825454,4.298142,,,0,
5298,,"BORDET STATION",,50.878860,4.409987,,,0,
5299,,"BORDET STATION",,50.878788,4.410101,,,0,
5303,,"DEMOLDER",,50.871801,4.380544,,,0,
5305G,,"LOUIS BERTRAND",,50.865454,4.385091,,,0,
5306G,,"HELIOTROPES",,50.862532,4.386934,,,0,
5307H,,"CHAZAL",,50.860428,4.393069,,,0,
5308,,"LEOPOLD III",,50.856759,4.397583,,,0,
5308F,,"LEOPOLD III",,50.856750,4.397569,,,0,
5311,,"ARSENAL",,50.826403,4.397188,,,0,
5312,,"PETILLON",,50.829295,4.402321,,,0,
5317G,,"HOP. PAUL BRIEN",,50.868018,4.385362,,,0,
5350G,,"HOP. PAUL BRIEN",,50.868924,4.384672,,,0,
5352,,"PETILLON",,50.829546,4.402804,,,0,
5354H,,"LEOPOLD III",,50.857047,4.397456,,,0,
5355F,,"CHAZAL",,50.861129,4.391336,,,0,
5356,,"HELIOTROPES",,50.863513,4.385826,,,0,
5357,,"LOUIS BERTRAND",,50.866751,4.385363,,,0,
5359,,"DEMOLDER",,50.872251,4.379834,,,0,
5361,,"BORDET STATION",,50.878442,4.409805,,,0,
5362,,"BORDET STATION",,50.878099,4.409958,,,0,
5398F,,"POLYCL. BRUGMANN",,50.889208,4.334082,,,0,
5399F,,"POLYCL. BRUGMANN",,50.889039,4.334672,,,0,
5400,,"STADE",,50.893407,4.332111,,,0,
5402,,"STIENON",,50.890647,4.330038,,,0,
5403,,"HOPITAL BRUGMANN",,50.886036,4.333523,,,0,
5404,,"BAILLI",,50.826837,4.364068,,,0,
5405,,"STEPHANIE",,50.832985,4.357751,,,0,
5406,,"DEFACQZ",,50.828607,4.362280,,,0,
5407,,"ULB",,50.814061,4.384119,,,0,
5407F,,"ULB",,50.814061,4.384119,,,0,
5408,,"VLEURGAT",,50.822980,4.368042,,,0,
5409,,"ABBAYE",,50.818926,4.370739,,,0,
5413F,,"SOLBOSCH",,50.810503,4.385857,,,0,
5414F,,"MARIE-JOSE",,50.806384,4.387635,,,0,
5415F,,"BRESIL",,50.802634,4.390584,,,0,
5416,,"BOONDAEL GARE",,50.801169,4.393449,,,0,
5416F,,"BOONDAEL GARE",,50.801169,4.393449,,,0,
5417F,,"HIPPOD. BOITSFORT",,50.796702,4.398927,,,0,
5420F,,"BOITSFORT GARE",,50.795447,4.407814,,,0,
5421,,"DELLEUR",,50.795733,4.413573,,,0,
5422,,"WIENER",,50.798194,4.418753,,,0,
5423,,"FAUCONNERIE",,50.801015,4.422699,,,0,
